"rt","response","type_of_trial","subject","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","ID","stimulus","cluster","domain","current_pair","attention","response_number","Experiment","question_order"
"null","null","","","html-keyboard-response","137","202022","0.0-14.0-0.23","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1337","1","comparison","50008","html-button-response","138","203397","0.0-14.0-1.23-0.23","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:green; font-size:150%'> TURKEY</span> <span style='color:black;font-size:150%'> - </span><span style='color:blue;font-size:150%'>COW</span> <br> <p> Would you put them in the same group?</p>","COW","animals","turkey, cow","","24","",""
"","","attention","50008","survey-text","139","203419","0.0-14.0-2.23","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","140","203926","0.0-14.0-0.24","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1702","0","comparison","50008","html-button-response","141","205665","0.0-14.0-1.24-0.24","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:blue; font-size:150%'> COW</span> <span style='color:black;font-size:150%'> - </span><span style='color:red;font-size:150%'>BUFFALO</span> <br> <p> Would you put them in the same group?</p>","BUFFALO","animals","cow, buffalo","","25","",""
"","","attention","50008","survey-text","142","205676","0.0-14.0-2.24","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","143","206189","0.0-14.0-0.25","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1357","1","comparison","50008","html-button-response","144","207569","0.0-14.0-1.25-0.25","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:red; font-size:150%'> BUFFALO</span> <span style='color:black;font-size:150%'> - </span><span style='color:green;font-size:150%'>GOOSE</span> <br> <p> Would you put them in the same group?</p>","GOOSE","animals","buffalo, goose","","26","",""
"","","attention","50008","survey-text","145","207579","0.0-14.0-2.25","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","146","208094","0.0-14.0-0.26","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1331","0","comparison","50008","html-button-response","147","209464","0.0-14.0-1.26-0.26","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:green; font-size:150%'> GOOSE</span> <span style='color:black;font-size:150%'> - </span><span style='color:blue;font-size:150%'>DUCK</span> <br> <p> Would you put them in the same group?</p>","DUCK","animals","goose, duck","","27","",""
"","","attention","50008","survey-text","148","209483","0.0-14.0-2.26","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","149","210007","0.0-14.0-0.27","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1308","1","comparison","50008","html-button-response","150","211380","0.0-14.0-1.27-0.27","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:blue; font-size:150%'> DUCK</span> <span style='color:black;font-size:150%'> - </span><span style='color:red;font-size:150%'>SKUNK</span> <br> <p> Would you put them in the same group?</p>","SKUNK","animals","duck, skunk","","28","",""
"","","attention","50008","survey-text","151","211404","0.0-14.0-2.27","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","152","211926","0.0-14.0-0.28","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1665","0","comparison","50008","html-button-response","153","213627","0.0-14.0-1.28-0.28","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:red; font-size:150%'> SKUNK</span> <span style='color:black;font-size:150%'> - </span><span style='color:green;font-size:150%'>SQUIRREL</span> <br> <p> Would you put them in the same group?</p>","SQUIRREL","animals","skunk, squirrel","","29","",""
"","","attention","50008","survey-text","154","213655","0.0-14.0-2.28","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","155","214182","0.0-14.0-0.29","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1095","0","comparison","50008","html-button-response","156","215330","0.0-14.0-1.29-0.29","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:green; font-size:150%'> SQUIRREL</span> <span style='color:black;font-size:150%'> - </span><span style='color:blue;font-size:150%'>CHIPMUNK</span> <br> <p> Would you put them in the same group?</p>","CHIPMUNK","animals","squirrel, chipmunk","","30","",""
"","","attention","50008","survey-text","157","215338","0.0-14.0-2.29","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","158","215846","0.0-14.0-0.30","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1048","1","comparison","50008","html-button-response","159","216932","0.0-14.0-1.30-0.30","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:blue; font-size:150%'> CHIPMUNK</span> <span style='color:black;font-size:150%'> - </span><span style='color:red;font-size:150%'>BIRD</span> <br> <p> Would you put them in the same group?</p>","BIRD","animals","chipmunk, bird","","31","",""
"","","attention","50008","survey-text","160","216956","0.0-14.0-2.30","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","161","217477","0.0-14.0-0.31","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1113","1","comparison","50008","html-button-response","162","218615","0.0-14.0-1.31-0.31","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:red; font-size:150%'> BIRD</span> <span style='color:black;font-size:150%'> - </span><span style='color:green;font-size:150%'>TURTLE</span> <br> <p> Would you put them in the same group?</p>","TURTLE","animals","bird, turtle","","32","",""
"","","attention","50008","survey-text","163","218627","0.0-14.0-2.31","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","164","219143","0.0-14.0-0.32","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1220","0","comparison","50008","html-button-response","165","220401","0.0-14.0-1.32-0.32","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:green; font-size:150%'> TURTLE</span> <span style='color:black;font-size:150%'> - </span><span style='color:blue;font-size:150%'>TORTOISE</span> <br> <p> Would you put them in the same group?</p>","TORTOISE","animals","turtle, tortoise","","33","",""
"","","attention","50008","survey-text","166","220415","0.0-14.0-2.32","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","167","220926","0.0-14.0-0.33","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1571","0","comparison","50008","html-button-response","168","222535","0.0-14.0-1.33-0.33","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:blue; font-size:150%'> TORTOISE</span> <span style='color:black;font-size:150%'> - </span><span style='color:red;font-size:150%'>ALLIGATOR</span> <br> <p> Would you put them in the same group?</p>","ALLIGATOR","animals","tortoise, alligator","","34","",""
"","","attention","50008","survey-text","169","222564","0.0-14.0-2.33","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","170","223093","0.0-14.0-0.34","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1134","0","comparison","50008","html-button-response","171","224245","0.0-14.0-1.34-0.34","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:red; font-size:150%'> ALLIGATOR</span> <span style='color:black;font-size:150%'> - </span><span style='color:green;font-size:150%'>CROCODILE</span> <br> <p> Would you put them in the same group?</p>","CROCODILE","animals","alligator, crocodile","","35","",""
"","","attention","50008","survey-text","172","224254","0.0-14.0-2.34","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","173","224766","0.0-14.0-0.35","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"2663","1","comparison","50008","html-button-response","174","227477","0.0-14.0-1.35-0.35","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:green; font-size:150%'> CROCODILE</span> <span style='color:black;font-size:150%'> - </span><span style='color:blue;font-size:150%'>FISH</span> <br> <p> Would you put them in the same group?</p>","FISH","animals","crocodile, fish","","36","",""
"","","attention","50008","survey-text","175","227489","0.0-14.0-2.35","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","176","228005","0.0-14.0-0.36","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1649","0","comparison","50008","html-button-response","177","229676","0.0-14.0-1.36-0.36","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:blue; font-size:150%'> FISH</span> <span style='color:black;font-size:150%'> - </span><span style='color:red;font-size:150%'>SHARK</span> <br> <p> Would you put them in the same group?</p>","SHARK","animals","fish, shark","","37","",""
"","","attention","50008","survey-text","178","229693","0.0-14.0-2.36","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","179","230206","0.0-14.0-0.37","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1120","0","comparison","50008","html-button-response","180","231359","0.0-14.0-1.37-0.37","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:red; font-size:150%'> SHARK</span> <span style='color:black;font-size:150%'> - </span><span style='color:green;font-size:150%'>WHALE</span> <br> <p> Would you put them in the same group?</p>","WHALE","animals","shark, whale","","38","",""
"","","attention","50008","survey-text","181","231378","0.0-14.0-2.37","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","182","231894","0.0-14.0-0.38","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"4286","0","comparison","50008","html-button-response","183","236224","0.0-14.0-1.38-0.38","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:green; font-size:150%'> WHALE</span> <span style='color:black;font-size:150%'> - </span><span style='color:blue;font-size:150%'>DOLPHIN</span> <br> <p> Would you put them in the same group?</p>","DOLPHIN","animals","whale, dolphin","","39","",""
"","","attention","50008","survey-text","184","236259","0.0-14.0-2.38","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","185","236782","0.0-14.0-0.39","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1304","1","comparison","50008","html-button-response","186","238132","0.0-14.0-1.39-0.39","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:blue; font-size:150%'> DOLPHIN</span> <span style='color:black;font-size:150%'> - </span><span style='color:red;font-size:150%'>CHIMPANZEE</span> <br> <p> Would you put them in the same group?</p>","CHIMPANZEE","animals","dolphin, chimpanzee","","40","",""
"","","attention","50008","survey-text","187","238163","0.0-14.0-2.39","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","188","238685","0.0-14.0-0.40","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1182","0","comparison","50008","html-button-response","189","239891","0.0-14.0-1.40-0.40","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:red; font-size:150%'> CHIMPANZEE</span> <span style='color:black;font-size:150%'> - </span><span style='color:green;font-size:150%'>GORILLA</span> <br> <p> Would you put them in the same group?</p>","GORILLA","animals","chimpanzee, gorilla","","41","",""
"","","attention","50008","survey-text","190","239903","0.0-14.0-2.40","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","191","240414","0.0-14.0-0.41","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"1538","0","comparison","50008","html-button-response","192","241991","0.0-14.0-1.41-0.41","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<span style='color:green; font-size:150%'> GORILLA</span> <span style='color:black;font-size:150%'> - </span><span style='color:blue;font-size:150%'>MONKEY</span> <br> <p> Would you put them in the same group?</p>","MONKEY","animals","gorilla, monkey","","42","",""
"","","attention","50008","survey-text","193","242017","0.0-14.0-2.41","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
"null","null","","","html-keyboard-response","194","242035","0.0-15.0","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 48px;""></p>","","","","","","",""
"null","null","","","html-keyboard-response","195","242541","0.0-16.0-0.0","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","<p style=""font-size: 60px;"">+</p>","","","","","","",""
"","2","comparison","50001","html-button-response","196","242570","0.0-16.0-1.0-0.0","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","HORSE","animals","","","1","",""
"","","attention","50001","survey-text","197","242595","0.0-16.0-2.0","95","10","2023-06-05 18:24:54","b580c6cbc1ea35a8825601504c3c9405","","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","WebKit","Chrome","114.0.0.0","AndroidOS","10","427825642","","","animals","","","","",""
