"subject","domain","response_number","participant_response","response_onset_time","IRT","participant_designated_switch","dataset"
50010,"foods",48,"burrito",119.709,1.2,0,"LEA"
50010,"foods",49,"beans",121.409,1.7,0,"LEA"
50010,"foods",50,"rice",123.109,1.69999999999999,0,"LEA"
50010,"foods",51,"queso",124.809,1.7,0,"LEA"
50010,"foods",52,"chips",126.509,1.7,0,"LEA"
50010,"foods",53,"fried_rice",131.409,4.89999999999999,1,"LEA"
50010,"foods",54,"z_and_c",135.709,4.30000000000001,1,"LEA"
50010,"foods",55,"sandwich",146.609,10.9,1,"LEA"
50010,"foods",56,"hot_dog",153.409,6.79999999999998,1,"LEA"
50010,"foods",57,"oyster",164.809,11.4,1,"LEA"
50010,"foods",58,"salmon",166.309,1.5,1,"LEA"
50010,"foods",59,"tilapia",168.009,1.69999999999999,0,"LEA"
50010,"foods",60,"catfish",173.409,5.40000000000001,0,"LEA"
50010,"foods",61,"sea_bass",174.809,1.40000000000001,0,"LEA"
50011,"foods",1,"pizza",3.02,3.02,2,"LEA"
50011,"foods",2,"hamburger",5.42,2.4,0,"LEA"
50011,"foods",3,"hot_dog",6.22,0.8,0,"LEA"
50011,"foods",4,"nachos",7.32,1.1,0,"LEA"
50011,"foods",5,"italian_food",9.12,1.8,1,"LEA"
50011,"foods",6,"mexican_food",10.02,0.9,0,"LEA"
50011,"foods",7,"seafood",12.12,2.1,1,"LEA"
50011,"foods",8,"sushi",13.12,1,0,"LEA"
50011,"foods",9,"crab_cake",14.92,1.8,0,"LEA"
50011,"foods",10,"shrimp",16.42,1.5,0,"LEA"
50011,"foods",11,"lobster",17.32,0.899999999999999,0,"LEA"
50011,"foods",12,"pasta",18.42,1.1,1,"LEA"
50011,"foods",13,"spaghetti",19.82,1.4,0,"LEA"
50011,"foods",14,"meatballs",20.72,0.899999999999999,0,"LEA"
50011,"foods",15,"ice_cream",23.62,2.9,1,"LEA"
50011,"foods",16,"chocolate",26.92,3.3,0,"LEA"
50011,"foods",17,"orange",28.52,1.6,1,"LEA"
50011,"foods",18,"apple",29.42,0.900000000000002,0,"LEA"
50011,"foods",19,"banana",31.32,1.9,0,"LEA"
50011,"foods",20,"grapes",33.82,2.5,0,"LEA"
50011,"foods",21,"asparagus",36.42,2.6,1,"LEA"
50011,"foods",22,"tomato",37.42,1,0,"LEA"
50011,"foods",23,"cake",41.42,4,1,"LEA"
50011,"foods",24,"pie",42.42,1,0,"LEA"
50011,"foods",25,"cheesecake",43.12,0.699999999999996,0,"LEA"
50011,"foods",26,"cranberries",48.42,5.3,1,"LEA"
50011,"foods",27,"spinach",50.32,1.9,1,"LEA"
50011,"foods",28,"broccoli",51.32,1,0,"LEA"
50011,"foods",29,"chicken",53.42,2.1,1,"LEA"
50011,"foods",30,"steak",54.72,1.3,0,"LEA"
50011,"foods",31,"filet",57.02,2.3,0,"LEA"
50011,"foods",32,"pepperoni",63.52,6.5,0,"LEA"
50011,"foods",33,"stromboli",65.72,2.2,0,"LEA"
50011,"foods",34,"beef_stroganoff",68.22,2.5,0,"LEA"
50011,"foods",35,"potatoes",71.12,2.90000000000001,1,"LEA"
50011,"foods",36,"carrots",72.82,1.69999999999999,0,"LEA"
50011,"foods",37,"peas",75.02,2.2,0,"LEA"
50011,"foods",38,"butter",79.62,4.60000000000001,0,"LEA"
50011,"foods",39,"raspberries",83.32,3.69999999999999,1,"LEA"
50011,"foods",40,"bacon",94.52,11.2,1,"LEA"
50011,"foods",41,"eggs",96.52,2,0,"LEA"
50011,"foods",42,"pancakes",98.22,1.7,0,"LEA"
50011,"foods",43,"sandwich",101.82,3.59999999999999,1,"LEA"
50011,"foods",44,"salad",104.62,2.80000000000001,1,"LEA"
50011,"foods",45,"wrap",105.82,1.19999999999999,0,"LEA"
50011,"foods",46,"onions",106.92,1.10000000000001,0,"LEA"
50011,"foods",47,"cucumber",108.62,1.7,0,"LEA"
50011,"foods",48,"cashews",110.32,1.69999999999999,1,"LEA"
50011,"foods",49,"almonds",111.62,1.30000000000001,0,"LEA"
50011,"foods",50,"avocado",119.22,7.59999999999999,1,"LEA"
50011,"foods",51,"garbanzo_beans",123.42,4.2,1,"LEA"
50011,"foods",52,"peanut_butter",127.02,3.59999999999999,1,"LEA"
50011,"foods",53,"dates",130.32,3.3,1,"LEA"
50011,"foods",54,"crackers",133.02,2.70000000000002,1,"LEA"
50011,"foods",55,"smores",135.42,2.39999999999998,0,"LEA"
50011,"foods",56,"marshmallow",136.82,1.40000000000001,0,"LEA"
50011,"foods",57,"broccoli",146.82,10,1,"LEA"
50011,"foods",58,"jello",153.02,6.20000000000002,1,"LEA"
50011,"foods",59,"pomegranate",165.52,12.5,1,"LEA"
50011,"foods",60,"cherries",166.62,1.09999999999999,0,"LEA"
50011,"foods",61,"cabbage",173.52,6.90000000000001,1,"LEA"
50011,"foods",62,"lettuce",174.42,0.899999999999977,0,"LEA"
50011,"foods",63,"squash",180.42,6,0,"LEA"
50012,"foods",1,"apple",2.62,2.62,2,"LEA"
50012,"foods",2,"banana",4.22,1.6,0,"LEA"
50012,"foods",3,"pineapple",6.22,2,0,"LEA"
50012,"foods",4,"grapes",8.02,1.8,0,"LEA"
50012,"foods",5,"blueberries",10.02,2,0,"LEA"
50012,"foods",6,"cantaloupe",12.32,2.3,0,"LEA"
50012,"foods",7,"watermelon",14.32,2,0,"LEA"
50012,"foods",8,"honeydew",16.42,2.1,0,"LEA"
50012,"foods",9,"spinach",18.72,2.3,1,"LEA"
50012,"foods",10,"romaine",20.62,1.9,0,"LEA"
50012,"foods",11,"carrots",22.62,2,0,"LEA"
50012,"foods",12,"broccoli",24.72,2.1,0,"LEA"
50012,"foods",13,"beets",26.82,2.1,0,"LEA"
50012,"foods",14,"corn",28.72,1.9,0,"LEA"
50012,"foods",15,"onions",30.82,2.1,0,"LEA"
50012,"foods",16,"mushrooms",32.82,2,0,"LEA"
50012,"foods",17,"green_peppers",35.22,2.4,1,"LEA"
50012,"foods",18,"yellow_peppers",37.52,2.3,0,"LEA"
50012,"foods",19,"red_peppers",39.92,2.4,0,"LEA"
50012,"foods",20,"raisins",42.52,2.6,1,"LEA"
50012,"foods",21,"cranberries",44.72,2.2,0,"LEA"
50012,"foods",22,"peas",47.22,2.5,0,"LEA"
50012,"foods",23,"cheese",51.62,4.4,0,"LEA"
50012,"foods",24,"almonds",55.92,4.3,0,"LEA"
50012,"foods",25,"sushi",61.12,5.2,1,"LEA"
50012,"foods",26,"pancakes",63.22,2.1,1,"LEA"
50012,"foods",27,"french_toast",65.62,2.40000000000001,0,"LEA"
50012,"foods",28,"eggs",68.22,2.59999999999999,0,"LEA"
50012,"foods",29,"waffles",70.62,2.40000000000001,0,"LEA"
50012,"foods",30,"bacon",73.12,2.5,0,"LEA"
50012,"foods",31,"sausage",75.62,2.5,0,"LEA"
50012,"foods",32,"ham",77.92,2.3,0,"LEA"
50012,"foods",33,"omelette",80.72,2.8,1,"LEA"
50012,"foods",34,"sandwich",84.12,3.40000000000001,1,"LEA"
50012,"foods",35,"brownie",86.32,2.19999999999999,1,"LEA"
50012,"foods",36,"muffin",88.52,2.2,0,"LEA"
50012,"foods",37,"doughnut",90.72,2.2,0,"LEA"
50012,"foods",38,"granola",93.12,2.40000000000001,0,"LEA"
50012,"foods",39,"pasta",95.52,2.39999999999999,0,"LEA"
50012,"foods",40,"pizza",97.82,2.3,0,"LEA"
50012,"foods",41,"bagel",100.22,2.40000000000001,0,"LEA"
50012,"foods",42,"cream_cheese",104.32,4.09999999999999,0,"LEA"
50012,"foods",43,"turkey",107.12,2.80000000000001,1,"LEA"
50012,"foods",44,"ham",109.12,2,0,"LEA"
50012,"foods",45,"salami",111.62,2.5,0,"LEA"
50012,"foods",46,"avocado",114.12,2.5,0,"LEA"
50012,"foods",47,"tomato",116.82,2.69999999999999,0,"LEA"
50012,"foods",48,"sprouts",119.82,3,0,"LEA"
50012,"foods",49,"salmon",122.12,2.30000000000001,1,"LEA"
50012,"foods",50,"rice",124.82,2.69999999999999,1,"LEA"
50012,"foods",51,"quinoa",127.32,2.5,0,"LEA"
50012,"foods",52,"mango",130.02,2.70000000000002,0,"LEA"
50012,"foods",53,"zucchini",132.62,2.59999999999999,0,"LEA"
50012,"foods",54,"hamburger",135.32,2.69999999999999,1,"LEA"
50012,"foods",55,"veggie_burger",139.32,4,0,"LEA"
50012,"foods",56,"broth",142.22,2.90000000000001,0,"LEA"
50012,"foods",57,"kimchi",144.62,2.40000000000001,0,"LEA"
50012,"foods",58,"potatoes",148.62,4,1,"LEA"
50012,"foods",59,"sweet_potatoes",151.22,2.59999999999999,0,"LEA"
50012,"foods",60,"oatmeal",153.92,2.69999999999999,0,"LEA"
50012,"foods",61,"soup",156.22,2.30000000000001,0,"LEA"
50012,"foods",62,"syrup",165.32,9.09999999999999,1,"LEA"
50012,"foods",63,"jelly",168.02,2.70000000000002,0,"LEA"
50012,"foods",64,"toast",170.12,2.09999999999999,0,"LEA"
50012,"foods",65,"smoothie",173.72,3.59999999999999,1,"LEA"
50012,"foods",66,"ice_cream",176.32,2.59999999999999,0,"LEA"
50012,"foods",67,"frozen_yogurt",178.62,2.30000000000001,0,"LEA"
50013,"foods",1,"creme_brulee",3.419,3.419,2,"LEA"
50013,"foods",2,"hamburger",7.919,4.5,1,"LEA"
50013,"foods",3,"popcorn",12.119,4.2,1,"LEA"
50013,"foods",4,"french_fries",16.119,4,0,"LEA"
50013,"foods",5,"potato_chips",20.719,4.6,0,"LEA"
50013,"foods",6,"cannoli",25.219,4.5,1,"LEA"
50013,"foods",7,"fish",29.619,4.4,1,"LEA"
50013,"foods",8,"cereal",34.019,4.4,1,"LEA"
50013,"foods",9,"fried_eggs",38.419,4.4,1,"LEA"
50013,"foods",10,"eggs_benedict",43.719,5.3,0,"LEA"
50013,"foods",11,"scrambled_eggs",48.219,4.5,0,"LEA"
50013,"foods",12,"strawberry_smoothie",53.919,5.7,1,"LEA"
50013,"foods",13,"banana_split",59.619,5.7,0,"LEA"
50013,"foods",14,"deep_fried_snickers",65.519,5.90000000000001,1,"LEA"
50013,"foods",15,"chicken_fried_steak",71.419,5.89999999999999,0,"LEA"
50013,"foods",16,"avocado",77.519,6.10000000000001,1,"LEA"
50013,"foods",17,"artichoke",81.419,3.89999999999999,0,"LEA"
50013,"foods",18,"spinach",86.119,4.7,0,"LEA"
50013,"foods",19,"broccoli_rabe",90.619,4.5,0,"LEA"
50013,"foods",20,"turkey",95.219,4.59999999999999,1,"LEA"
50013,"foods",21,"tomato",99.319,4.10000000000001,0,"LEA"
50013,"foods",22,"baked_chicken",104.219,4.89999999999999,1,"LEA"
50013,"foods",23,"bread_bowl",110.719,6.5,0,"LEA"
50013,"foods",24,"grilled_cheese",116.319,5.60000000000001,1,"LEA"
50013,"foods",25,"tomato_soup",122.719,6.39999999999999,1,"LEA"
50013,"foods",26,"clam_chowder",130.019,7.30000000000001,0,"LEA"
50013,"foods",27,"milk",140.919,10.9,1,"LEA"
50013,"foods",28,"bread",148.519,7.59999999999999,0,"LEA"
50013,"foods",29,"cheese",153.119,4.59999999999999,0,"LEA"
50013,"foods",30,"eggplant",158.519,5.40000000000001,1,"LEA"
50013,"foods",31,"parsley",165.419,6.90000000000001,1,"LEA"
50013,"foods",32,"carrots",171.319,5.89999999999998,1,"LEA"
50013,"foods",33,"quesadilla",175.919,4.60000000000002,0,"LEA"
50013,"foods",34,"taco",180.419,4.5,0,"LEA"
50014,"foods",1,"pizza",3.27,3.27,2,"LEA"
50014,"foods",2,"pasta",4.17,0.9,0,"LEA"
50014,"foods",3,"salad",5.47,1.3,0,"LEA"
50014,"foods",4,"tomato",6.57,1.1,1,"LEA"
50014,"foods",5,"lettuce",7.67,1.1,0,"LEA"
50014,"foods",6,"carrots",9.17,1.5,0,"LEA"
50014,"foods",7,"cucumber",9.77,0.6,0,"LEA"
50014,"foods",8,"celery",10.97,1.2,0,"LEA"
50014,"foods",9,"asparagus",12.77,1.8,0,"LEA"
50014,"foods",10,"eggs",14.27,1.5,1,"LEA"
50014,"foods",11,"milk",16.37,2.1,0,"LEA"
50014,"foods",12,"cheese",18.27,1.9,0,"LEA"
50014,"foods",13,"cottage_cheese",19.37,1.1,0,"LEA"
50014,"foods",14,"gruyere",22.97,3.6,0,"LEA"
50014,"foods",15,"bleu_cheese",25.07,2.1,0,"LEA"
50014,"foods",16,"swiss_cheese",27.27,2.2,0,"LEA"
50014,"foods",17,"pickle",31.77,4.5,1,"LEA"
50014,"foods",18,"relish",32.97,1.2,0,"LEA"
50014,"foods",19,"cucumber",35.17,2.2,0,"LEA"
50014,"foods",20,"red_peppers",39.47,4.3,1,"LEA"
50014,"foods",21,"green_peppers",41.07,1.6,0,"LEA"
50014,"foods",22,"yellow_peppers",41.87,0.799999999999997,0,"LEA"
50014,"foods",23,"omelette",45.27,3.40000000000001,1,"LEA"
50014,"foods",24,"hard_boiled_egg",47.87,2.59999999999999,0,"LEA"
50014,"foods",25,"olives",51.37,3.5,1,"LEA"
50014,"foods",26,"ginger",54.47,3.1,0,"LEA"
50014,"foods",27,"pickled_ginger",55.57,1.1,0,"LEA"
50014,"foods",28,"garlic",57.07,1.5,0,"LEA"
50014,"foods",29,"onions",57.67,0.600000000000001,0,"LEA"
50014,"foods",30,"banana",58.37,0.699999999999996,1,"LEA"
50014,"foods",31,"apple",59.97,1.6,0,"LEA"
50014,"foods",32,"mango",61.67,1.7,0,"LEA"
50014,"foods",33,"avocado",62.37,0.699999999999996,0,"LEA"
50014,"foods",34,"orange",64.37,2.00000000000001,0,"LEA"
50014,"foods",35,"clementine",67.37,3,0,"LEA"
50014,"foods",36,"sweet_potatoes",71.27,3.89999999999999,1,"LEA"
50014,"foods",37,"potatoes",73.37,2.10000000000001,0,"LEA"
50014,"foods",38,"yam",75.17,1.8,0,"LEA"
50014,"foods",39,"truffles",78.57,3.39999999999999,1,"LEA"
50014,"foods",40,"mushrooms",80.47,1.90000000000001,0,"LEA"
50014,"foods",41,"button_mushrooms",82.67,2.2,0,"LEA"
50014,"foods",42,"bread",92.07,9.39999999999999,1,"LEA"
50014,"foods",43,"french_bread",94.67,2.60000000000001,0,"LEA"
50014,"foods",44,"rye_bread",95.37,0.700000000000003,0,"LEA"
50014,"foods",45,"marbled_rye_bread",97.27,1.89999999999999,0,"LEA"
50014,"foods",46,"wheat_bread",100.57,3.3,0,"LEA"
50014,"foods",47,"whole_wheat_bread",101.47,0.900000000000006,0,"LEA"
50014,"foods",48,"flour",102.87,1.40000000000001,0,"LEA"
50014,"foods",49,"chocolate",104.97,2.09999999999999,1,"LEA"
50014,"foods",50,"candy",107.27,2.3,0,"LEA"
50014,"foods",51,"licorice",108.37,1.10000000000001,0,"LEA"
50014,"foods",52,"yogurt",113.67,5.3,0,"LEA"
50014,"foods",53,"raspberries",115.57,1.89999999999999,0,"LEA"
50014,"foods",54,"mango",118.57,3,0,"LEA"
50014,"foods",55,"cherries",119.47,0.900000000000006,0,"LEA"
50014,"foods",56,"blueberries",120.37,0.900000000000006,0,"LEA"
50014,"foods",57,"strawberries",121.07,0.699999999999989,0,"LEA"
50014,"foods",58,"ground_cherries",122.87,1.80000000000001,0,"LEA"
50014,"foods",59,"tomato",126.67,3.8,1,"LEA"
50014,"foods",60,"green_onions",130.77,4.10000000000001,0,"LEA"
50014,"foods",61,"chives",132.47,1.69999999999999,0,"LEA"
50014,"foods",62,"barley",137.67,5.19999999999999,1,"LEA"
50014,"foods",63,"oatmeal",146.47,8.80000000000001,0,"LEA"
50014,"foods",64,"orzo",151.47,5,0,"LEA"
50014,"foods",65,"quinoa",155.17,3.69999999999999,0,"LEA"
50014,"foods",66,"artichoke",165.37,10.2,1,"LEA"
50014,"foods",67,"corn",167.87,2.5,0,"LEA"
50014,"foods",68,"cornmeal",169.47,1.59999999999999,0,"LEA"
50014,"foods",69,"corn_on_the_cob",171.97,2.5,0,"LEA"
50014,"foods",70,"creamed_corn",174.27,2.30000000000001,0,"LEA"
50014,"foods",71,"black_beans",177.37,3.09999999999999,1,"LEA"
50014,"foods",72,"green_beans",178.67,1.29999999999998,0,"LEA"
50014,"foods",73,"lemon",181.07,2.40000000000001,0,"LEA"
50016,"foods",1,"apple",5.719,5.719,2,"LEA"
50016,"foods",2,"orange",7.119,1.4,0,"LEA"
50016,"foods",3,"apricots",9.219,2.1,0,"LEA"
50016,"foods",4,"pear",11.919,2.7,0,"LEA"
50016,"foods",5,"grapes",13.619,1.7,0,"LEA"
50016,"foods",6,"carrots",16.419,2.8,0,"LEA"
50016,"foods",7,"broccoli",18.119,1.7,0,"LEA"
50016,"foods",8,"lemon",20.219,2.1,0,"LEA"
50016,"foods",9,"mushrooms",22.119,1.9,0,"LEA"
50016,"foods",10,"peas",23.819,1.7,0,"LEA"
50016,"foods",11,"green_beans",25.419,1.6,0,"LEA"
50016,"foods",12,"soup",27.219,1.8,1,"LEA"
50016,"foods",13,"steak",29.019,1.8,1,"LEA"
50016,"foods",14,"fish",30.819,1.8,0,"LEA"
50016,"foods",15,"chicken",32.719,1.9,0,"LEA"
50016,"foods",16,"pork",34.619,1.9,0,"LEA"
50016,"foods",17,"tofu",36.819,2.2,1,"LEA"
50016,"foods",18,"guacamole",39.619,2.8,1,"LEA"
50016,"foods",19,"queso",41.719,2.1,0,"LEA"
50016,"foods",20,"beans",43.719,2,0,"LEA"
50016,"foods",21,"rice",45.519,1.8,0,"LEA"
50016,"foods",22,"lettuce",47.719,2.2,0,"LEA"
50016,"foods",23,"tomato",49.819,2.1,1,"LEA"
50016,"foods",24,"peppers",52.819,3,0,"LEA"
50016,"foods",25,"jalapeno",54.719,1.9,0,"LEA"
50016,"foods",26,"olives",56.919,2.2,0,"LEA"
50016,"foods",27,"bread",61.019,4.1,1,"LEA"
50016,"foods",28,"crackers",65.819,4.8,0,"LEA"
50016,"foods",29,"hummus",68.019,2.2,1,"LEA"
50016,"foods",30,"candy",70.819,2.8,1,"LEA"
50016,"foods",31,"ice_cream",72.819,2,0,"LEA"
50016,"foods",32,"frozen_yogurt",74.719,1.89999999999999,0,"LEA"
50016,"foods",33,"sorbet",76.519,1.80000000000001,0,"LEA"
50016,"foods",34,"pie",78.619,2.09999999999999,0,"LEA"
50016,"foods",35,"quiche",80.319,1.7,1,"LEA"
50016,"foods",36,"sausage",94.019,13.7,0,"LEA"
50016,"foods",37,"eggs",95.819,1.8,0,"LEA"
50016,"foods",38,"cheese",97.619,1.8,0,"LEA"
50016,"foods",39,"nuts",109.519,11.9,1,"LEA"
50016,"foods",40,"sunflower_seeds",119.819,10.3,0,"LEA"
50016,"foods",41,"cookie",131.819,12,1,"LEA"
50016,"foods",42,"doughnut",134.519,2.70000000000002,0,"LEA"
50016,"foods",43,"cupcake",136.719,2.19999999999999,0,"LEA"
50016,"foods",44,"chips",141.019,4.30000000000001,1,"LEA"
50016,"foods",45,"salsa",146.219,5.19999999999999,0,"LEA"
50016,"foods",46,"french_fries",151.519,5.30000000000001,1,"LEA"
50016,"foods",47,"potatoes",153.519,2,0,"LEA"
50016,"foods",48,"onions",162.919,9.40000000000001,1,"LEA"
50016,"foods",49,"pasta",171.819,8.89999999999998,1,"LEA"
50016,"foods",50,"yogurt",177.019,5.20000000000002,1,"LEA"
50017,"foods",1,"banana",2.412,2.412,2,"LEA"
50017,"foods",2,"burger",4.512,2.1,0,"LEA"
50017,"foods",3,"hot_dog",5.912,1.4,0,"LEA"
50017,"foods",4,"steak",7.212,1.3,0,"LEA"
50017,"foods",5,"sushi",8.812,1.6,0,"LEA"
50017,"foods",6,"kale",10.812,2,0,"LEA"
50017,"foods",7,"salad",12.812,2,0,"LEA"
50017,"foods",8,"fish",15.112,2.3,1,"LEA"
50017,"foods",9,"poultry",16.712,1.6,0,"LEA"
50017,"foods",10,"ham",18.712,2,0,"LEA"
50017,"foods",11,"noodles",21.212,2.5,1,"LEA"
50017,"foods",12,"pizza",23.312,2.1,1,"LEA"
50017,"foods",13,"lasagna",25.112,1.8,0,"LEA"
50017,"foods",14,"nachos",29.412,4.3,1,"LEA"
50017,"foods",15,"candy",31.612,2.2,0,"LEA"
50017,"foods",16,"popcorn",33.912,2.3,0,"LEA"
50017,"foods",17,"potatoes",37.012,3.1,1,"LEA"
50017,"foods",18,"vegetables",38.412,1.4,0,"LEA"
50017,"foods",19,"fruit",42.612,4.2,0,"LEA"
50017,"foods",20,"brownie",44.912,2.3,1,"LEA"
50017,"foods",21,"cake",46.912,2,0,"LEA"
50017,"foods",22,"fries",54.512,7.6,1,"LEA"
50017,"foods",23,"animal_food",60.212,5.7,1,"LEA"
50017,"foods",24,"jello",66.412,6.2,1,"LEA"
50017,"foods",25,"pudding",68.712,2.3,0,"LEA"
50017,"foods",26,"chicken_wings",74.112,5.39999999999999,0,"LEA"
50017,"foods",27,"soup",77.512,3.40000000000001,1,"LEA"
50017,"foods",28,"pastry",81.312,3.8,1,"LEA"
50017,"foods",29,"kabob",93.112,11.8,1,"LEA"
50017,"foods",30,"naan",99.912,6.80000000000001,1,"LEA"
50017,"foods",31,"sardines",104.812,4.89999999999999,0,"LEA"
50017,"foods",32,"olives",108.112,3.3,1,"LEA"
50017,"foods",33,"berries",112.412,4.30000000000001,1,"LEA"
50017,"foods",34,"mushrooms",114.312,1.89999999999999,1,"LEA"
50017,"foods",35,"onions",118.012,3.7,1,"LEA"
50017,"foods",36,"roots",121.812,3.8,1,"LEA"
50017,"foods",37,"pie",135.012,13.2,1,"LEA"
50017,"foods",38,"ice_cream",137.312,2.30000000000001,1,"LEA"
50017,"foods",39,"chocolate",141.712,4.39999999999998,0,"LEA"
50017,"foods",40,"cereal",156.812,15.1,1,"LEA"
50017,"foods",41,"oatmeal",158.112,1.29999999999998,0,"LEA"
50017,"foods",42,"eggs",161.312,3.20000000000002,1,"LEA"
50017,"foods",43,"pancakes",163.012,1.69999999999999,0,"LEA"
50017,"foods",44,"bacon",170.612,7.59999999999999,0,"LEA"
50017,"foods",45,"chili",176.912,6.30000000000001,1,"LEA"
50017,"foods",46,"meat_loaf",179.212,2.29999999999998,1,"LEA"
50018,"foods",1,"apple",4.521,4.521,2,"LEA"
50018,"foods",2,"banana",6.221,1.7,0,"LEA"
50018,"foods",3,"peanuts",9.621,3.4,1,"LEA"
50018,"foods",4,"bread",12.121,2.5,1,"LEA"
50018,"foods",5,"plum",15.321,3.2,1,"LEA"
50018,"foods",6,"strawberries",18.421,3.1,0,"LEA"
50018,"foods",7,"blueberries",21.521,3.1,0,"LEA"
50018,"foods",8,"spaghetti",25.521,4,1,"LEA"
50018,"foods",9,"chicken",28.021,2.5,1,"LEA"
50018,"foods",10,"steak",30.221,2.2,0,"LEA"
50018,"foods",11,"ham",32.621,2.4,0,"LEA"
50018,"foods",12,"bologna",34.821,2.2,0,"LEA"
50018,"foods",13,"sausage",37.021,2.2,0,"LEA"
50018,"foods",14,"pepperoni",39.321,2.3,0,"LEA"
50018,"foods",15,"roast_beef",41.521,2.2,0,"LEA"
50018,"foods",16,"rice",50.121,8.6,1,"LEA"
50018,"foods",17,"beans",57.421,7.3,0,"LEA"
50018,"foods",18,"corn",59.821,2.4,0,"LEA"
50018,"foods",19,"carrots",62.621,2.8,1,"LEA"
50018,"foods",20,"asparagus",67.421,4.8,0,"LEA"
50018,"foods",21,"coleslaw",70.221,2.8,1,"LEA"
50018,"foods",22,"oreo",74.121,3.89999999999999,1,"LEA"
50018,"foods",23,"peanut_butter_jelly",91.221,17.1,1,"LEA"
50018,"foods",24,"chocolate_chip_cookies",96.421,5.2,1,"LEA"
50018,"foods",25,"macaroni_and_cheese",104.821,8.39999999999999,1,"LEA"
50018,"foods",26,"granola",113.821,9,1,"LEA"
50018,"foods",27,"yogurt",116.221,2.40000000000001,0,"LEA"
50018,"foods",28,"orange",119.121,2.89999999999999,1,"LEA"
50018,"foods",29,"mango",121.321,2.2,0,"LEA"
50018,"foods",30,"dragon_fruit",126.021,4.7,0,"LEA"
50018,"foods",31,"red_peppers",139.321,13.3,1,"LEA"
50018,"foods",32,"mushrooms",142.421,3.09999999999999,0,"LEA"
50018,"foods",33,"toast",151.221,8.80000000000001,1,"LEA"
50018,"foods",34,"ice_cream",158.821,7.59999999999999,1,"LEA"
50018,"foods",35,"hot_dog",161.121,2.30000000000001,1,"LEA"
50018,"foods",36,"corn_dog",164.221,3.09999999999999,0,"LEA"
50018,"foods",37,"watermelon",170.521,6.29999999999998,1,"LEA"
50019,"foods",1,"apple",2.983,2.983,2,"LEA"
50019,"foods",2,"banana",3.683,0.7,0,"LEA"
50019,"foods",3,"carrots",4.783,1.1,0,"LEA"
50019,"foods",4,"orange",5.783,1,0,"LEA"
50019,"foods",5,"oatmeal",8.883,3.1,1,"LEA"
50019,"foods",6,"cereal",9.883,1,0,"LEA"
50019,"foods",7,"sugar",12.283,2.4,0,"LEA"
50019,"foods",8,"peanut_butter",13.083,0.800000000000001,0,"LEA"
50019,"foods",9,"honey",14.383,1.3,0,"LEA"
50019,"foods",10,"pickle",16.683,2.3,0,"LEA"
50019,"foods",11,"chips",17.683,1,0,"LEA"
50019,"foods",12,"crackers",19.883,2.2,0,"LEA"
50019,"foods",13,"popcorn",22.283,2.4,0,"LEA"
50019,"foods",14,"corn",26.183,3.9,1,"LEA"
50019,"foods",15,"squash",27.083,0.899999999999999,0,"LEA"
50019,"foods",16,"zucchini",28.183,1.1,0,"LEA"
50019,"foods",17,"lima_beans",30.483,2.3,0,"LEA"
50019,"foods",18,"blueberries",31.983,1.5,0,"LEA"
50019,"foods",19,"grapes",32.783,0.800000000000001,0,"LEA"
50019,"foods",20,"cucumber",35.483,2.7,0,"LEA"
50019,"foods",21,"eggs",39.483,4,0,"LEA"
50019,"foods",22,"tofu",40.583,1.1,0,"LEA"
50019,"foods",23,"milk",43.083,2.5,0,"LEA"
50019,"foods",24,"cheese",44.183,1.1,0,"LEA"
50019,"foods",25,"pumpkin",49.983,5.8,1,"LEA"
50019,"foods",26,"kale",55.183,5.2,1,"LEA"
50019,"foods",27,"chard",57.383,2.2,0,"LEA"
50019,"foods",28,"spinach",58.783,1.4,0,"LEA"
50019,"foods",29,"romaine",61.083,2.3,0,"LEA"
50019,"foods",30,"celery",64.683,3.60000000000001,1,"LEA"
50019,"foods",31,"tomato",65.583,0.899999999999991,0,"LEA"
50019,"foods",32,"salsa",67.583,2,0,"LEA"
50019,"foods",33,"tortilla",69.583,2,0,"LEA"
50019,"foods",34,"beans",73.283,3.7,0,"LEA"
50019,"foods",35,"dill",80.383,7.09999999999999,1,"LEA"
50019,"foods",36,"peppers",82.083,1.7,1,"LEA"
50019,"foods",37,"pizza",85.883,3.8,1,"LEA"
50019,"foods",38,"spaghetti",86.483,0.600000000000009,0,"LEA"
50019,"foods",39,"hot_sauce",87.683,1.2,0,"LEA"
50019,"foods",40,"stir_fry",90.883,3.19999999999999,0,"LEA"
50019,"foods",41,"egg_roll",92.283,1.40000000000001,0,"LEA"
50019,"foods",42,"sushi",94.683,2.40000000000001,0,"LEA"
50019,"foods",43,"rice",95.783,1.09999999999999,0,"LEA"
50019,"foods",44,"seaweed",97.683,1.90000000000001,1,"LEA"
50019,"foods",45,"avocado",99.883,2.19999999999999,1,"LEA"
50019,"foods",46,"guacamole",100.983,1.10000000000001,0,"LEA"
50019,"foods",47,"soup",108.383,7.39999999999999,0,"LEA"
50019,"foods",48,"pancakes",111.383,3,1,"LEA"
50019,"foods",49,"waffles",112.283,0.900000000000006,0,"LEA"
50019,"foods",50,"syrup",113.483,1.2,0,"LEA"
50019,"foods",51,"butter",114.683,1.2,0,"LEA"
50019,"foods",52,"broccoli",117.383,2.69999999999999,1,"LEA"
50019,"foods",53,"onions",118.583,1.2,0,"LEA"
