"subject","domain","response_number","participant_response","response_onset_time","IRT","participant_designated_switch","dataset","list_number"
50012,"foods",53,"zucchini",132.62,2.59999999999999,0,"LEA",2
50012,"foods",54,"hamburger",135.32,2.69999999999999,1,"LEA",2
50012,"foods",55,"veggie_burger",139.32,4,0,"LEA",2
50012,"foods",56,"broth",142.22,2.90000000000001,0,"LEA",2
50012,"foods",57,"kimchi",144.62,2.40000000000001,0,"LEA",2
50012,"foods",58,"potatoes",148.62,4,1,"LEA",2
50012,"foods",59,"sweet_potatoes",151.22,2.59999999999999,0,"LEA",2
50012,"foods",60,"oatmeal",153.92,2.69999999999999,0,"LEA",2
50012,"foods",61,"soup",156.22,2.30000000000001,0,"LEA",2
50012,"foods",62,"syrup",165.32,9.09999999999999,1,"LEA",2
50012,"foods",63,"jelly",168.02,2.70000000000002,0,"LEA",2
50012,"foods",64,"toast",170.12,2.09999999999999,0,"LEA",2
50012,"foods",65,"smoothie",173.72,3.59999999999999,1,"LEA",2
50012,"foods",66,"ice_cream",176.32,2.59999999999999,0,"LEA",2
50012,"foods",67,"frozen_yogurt",178.62,2.30000000000001,0,"LEA",2
50013,"foods",1,"creme_brulee",3.419,3.419,2,"LEA",2
50013,"foods",2,"hamburger",7.919,4.5,1,"LEA",2
50013,"foods",3,"popcorn",12.119,4.2,1,"LEA",2
50013,"foods",4,"french_fries",16.119,4,0,"LEA",2
50013,"foods",5,"potato_chips",20.719,4.6,0,"LEA",2
50013,"foods",6,"cannoli",25.219,4.5,1,"LEA",2
50013,"foods",7,"fish",29.619,4.4,1,"LEA",2
50013,"foods",8,"cereal",34.019,4.4,1,"LEA",2
50013,"foods",9,"fried_eggs",38.419,4.4,1,"LEA",2
50013,"foods",10,"eggs_benedict",43.719,5.3,0,"LEA",2
50013,"foods",11,"scrambled_eggs",48.219,4.5,0,"LEA",2
50013,"foods",12,"strawberry_smoothie",53.919,5.7,1,"LEA",2
50013,"foods",13,"banana_split",59.619,5.7,0,"LEA",2
50013,"foods",14,"deep_fried_snickers",65.519,5.90000000000001,1,"LEA",2
50013,"foods",15,"chicken_fried_steak",71.419,5.89999999999999,0,"LEA",2
50013,"foods",16,"avocado",77.519,6.10000000000001,1,"LEA",2
50013,"foods",17,"artichoke",81.419,3.89999999999999,0,"LEA",2
50013,"foods",18,"spinach",86.119,4.7,0,"LEA",2
50013,"foods",19,"broccoli_rabe",90.619,4.5,0,"LEA",2
50013,"foods",20,"turkey",95.219,4.59999999999999,1,"LEA",2
50013,"foods",21,"tomato",99.319,4.10000000000001,0,"LEA",2
50013,"foods",22,"baked_chicken",104.219,4.89999999999999,1,"LEA",2
50013,"foods",23,"bread_bowl",110.719,6.5,0,"LEA",2
50013,"foods",24,"grilled_cheese",116.319,5.60000000000001,1,"LEA",2
50013,"foods",25,"tomato_soup",122.719,6.39999999999999,1,"LEA",2
50013,"foods",26,"clam_chowder",130.019,7.30000000000001,0,"LEA",2
50013,"foods",27,"milk",140.919,10.9,1,"LEA",2
50013,"foods",28,"bread",148.519,7.59999999999999,0,"LEA",2
50013,"foods",29,"cheese",153.119,4.59999999999999,0,"LEA",2
50013,"foods",30,"eggplant",158.519,5.40000000000001,1,"LEA",2
50013,"foods",31,"parsley",165.419,6.90000000000001,1,"LEA",2
50013,"foods",32,"carrots",171.319,5.89999999999998,1,"LEA",2
50013,"foods",33,"quesadilla",175.919,4.60000000000002,0,"LEA",2
50013,"foods",34,"taco",180.419,4.5,0,"LEA",2
50014,"foods",1,"pizza",3.27,3.27,2,"LEA",2
50014,"foods",2,"pasta",4.17,0.9,0,"LEA",2
50014,"foods",3,"salad",5.47,1.3,0,"LEA",2
50014,"foods",4,"tomato",6.57,1.1,1,"LEA",2
50014,"foods",5,"lettuce",7.67,1.1,0,"LEA",2
50014,"foods",6,"carrots",9.17,1.5,0,"LEA",2
50014,"foods",7,"cucumber",9.77,0.6,0,"LEA",2
50014,"foods",8,"celery",10.97,1.2,0,"LEA",2
50014,"foods",9,"asparagus",12.77,1.8,0,"LEA",2
50014,"foods",10,"eggs",14.27,1.5,1,"LEA",2
50014,"foods",11,"milk",16.37,2.1,0,"LEA",2
50014,"foods",12,"cheese",18.27,1.9,0,"LEA",2
50014,"foods",13,"cottage_cheese",19.37,1.1,0,"LEA",2
50014,"foods",14,"gruyere",22.97,3.6,0,"LEA",2
50014,"foods",15,"bleu_cheese",25.07,2.1,0,"LEA",2
50014,"foods",16,"swiss_cheese",27.27,2.2,0,"LEA",2
50014,"foods",17,"pickle",31.77,4.5,1,"LEA",2
50014,"foods",18,"relish",32.97,1.2,0,"LEA",2
50014,"foods",19,"cucumber",35.17,2.2,0,"LEA",2
50014,"foods",20,"red_peppers",39.47,4.3,1,"LEA",2
50014,"foods",21,"green_peppers",41.07,1.6,0,"LEA",2
50014,"foods",22,"yellow_peppers",41.87,0.799999999999997,0,"LEA",2
50014,"foods",23,"omelette",45.27,3.40000000000001,1,"LEA",2
50014,"foods",24,"hard_boiled_egg",47.87,2.59999999999999,0,"LEA",2
50014,"foods",25,"olives",51.37,3.5,1,"LEA",2
50014,"foods",26,"ginger",54.47,3.1,0,"LEA",2
50014,"foods",27,"pickled_ginger",55.57,1.1,0,"LEA",2
50014,"foods",28,"garlic",57.07,1.5,0,"LEA",2
50014,"foods",29,"onions",57.67,0.600000000000001,0,"LEA",2
50014,"foods",30,"banana",58.37,0.699999999999996,1,"LEA",2
50014,"foods",31,"apple",59.97,1.6,0,"LEA",2
50014,"foods",32,"mango",61.67,1.7,0,"LEA",2
50014,"foods",33,"avocado",62.37,0.699999999999996,0,"LEA",2
50014,"foods",34,"orange",64.37,2.00000000000001,0,"LEA",2
50014,"foods",35,"clementine",67.37,3,0,"LEA",2
50014,"foods",36,"sweet_potatoes",71.27,3.89999999999999,1,"LEA",2
50014,"foods",37,"potatoes",73.37,2.10000000000001,0,"LEA",2
50014,"foods",38,"yam",75.17,1.8,0,"LEA",2
50014,"foods",39,"truffles",78.57,3.39999999999999,1,"LEA",2
50014,"foods",40,"mushrooms",80.47,1.90000000000001,0,"LEA",2
50014,"foods",41,"button_mushrooms",82.67,2.2,0,"LEA",2
50014,"foods",42,"bread",92.07,9.39999999999999,1,"LEA",2
50014,"foods",43,"french_bread",94.67,2.60000000000001,0,"LEA",2
50014,"foods",44,"rye_bread",95.37,0.700000000000003,0,"LEA",2
50014,"foods",45,"marbled_rye_bread",97.27,1.89999999999999,0,"LEA",2
50014,"foods",46,"wheat_bread",100.57,3.3,0,"LEA",2
50014,"foods",47,"whole_wheat_bread",101.47,0.900000000000006,0,"LEA",2
50014,"foods",48,"flour",102.87,1.40000000000001,0,"LEA",2
50014,"foods",49,"chocolate",104.97,2.09999999999999,1,"LEA",2
50014,"foods",50,"candy",107.27,2.3,0,"LEA",2
50014,"foods",51,"licorice",108.37,1.10000000000001,0,"LEA",2
50014,"foods",52,"yogurt",113.67,5.3,0,"LEA",2
50014,"foods",53,"raspberries",115.57,1.89999999999999,0,"LEA",2
50014,"foods",54,"mango",118.57,3,0,"LEA",2
50014,"foods",55,"cherries",119.47,0.900000000000006,0,"LEA",2
50014,"foods",56,"blueberries",120.37,0.900000000000006,0,"LEA",2
50014,"foods",57,"strawberries",121.07,0.699999999999989,0,"LEA",2
50014,"foods",58,"ground_cherries",122.87,1.80000000000001,0,"LEA",2
50014,"foods",59,"tomato",126.67,3.8,1,"LEA",2
50014,"foods",60,"green_onions",130.77,4.10000000000001,0,"LEA",2
50014,"foods",61,"chives",132.47,1.69999999999999,0,"LEA",2
50014,"foods",62,"barley",137.67,5.19999999999999,1,"LEA",2
50014,"foods",63,"oatmeal",146.47,8.80000000000001,0,"LEA",2
50014,"foods",64,"orzo",151.47,5,0,"LEA",2
50014,"foods",65,"quinoa",155.17,3.69999999999999,0,"LEA",2
50014,"foods",66,"artichoke",165.37,10.2,1,"LEA",2
50014,"foods",67,"corn",167.87,2.5,0,"LEA",2
50014,"foods",68,"cornmeal",169.47,1.59999999999999,0,"LEA",2
50014,"foods",69,"corn_on_the_cob",171.97,2.5,0,"LEA",2
50014,"foods",70,"creamed_corn",174.27,2.30000000000001,0,"LEA",2
50014,"foods",71,"black_beans",177.37,3.09999999999999,1,"LEA",2
50014,"foods",72,"green_beans",178.67,1.29999999999998,0,"LEA",2
50014,"foods",73,"lemon",181.07,2.40000000000001,0,"LEA",2
50016,"foods",1,"apple",5.719,5.719,2,"LEA",2
50016,"foods",2,"orange",7.119,1.4,0,"LEA",2
50016,"foods",3,"apricots",9.219,2.1,0,"LEA",2
50016,"foods",4,"pear",11.919,2.7,0,"LEA",2
50016,"foods",5,"grapes",13.619,1.7,0,"LEA",2
50016,"foods",6,"carrots",16.419,2.8,0,"LEA",2
50016,"foods",7,"broccoli",18.119,1.7,0,"LEA",2
50016,"foods",8,"lemon",20.219,2.1,0,"LEA",2
50016,"foods",9,"mushrooms",22.119,1.9,0,"LEA",2
50016,"foods",10,"peas",23.819,1.7,0,"LEA",2
50016,"foods",11,"green_beans",25.419,1.6,0,"LEA",2
50016,"foods",12,"soup",27.219,1.8,1,"LEA",2
50016,"foods",13,"steak",29.019,1.8,1,"LEA",2
50016,"foods",14,"fish",30.819,1.8,0,"LEA",2
50016,"foods",15,"chicken",32.719,1.9,0,"LEA",2
50016,"foods",16,"pork",34.619,1.9,0,"LEA",2
50016,"foods",17,"tofu",36.819,2.2,1,"LEA",2
50016,"foods",18,"guacamole",39.619,2.8,1,"LEA",2
50016,"foods",19,"queso",41.719,2.1,0,"LEA",2
50016,"foods",20,"beans",43.719,2,0,"LEA",2
50016,"foods",21,"rice",45.519,1.8,0,"LEA",2
50016,"foods",22,"lettuce",47.719,2.2,0,"LEA",2
50016,"foods",23,"tomato",49.819,2.1,1,"LEA",2
50016,"foods",24,"peppers",52.819,3,0,"LEA",2
50016,"foods",25,"jalapeno",54.719,1.9,0,"LEA",2
50016,"foods",26,"olives",56.919,2.2,0,"LEA",2
50016,"foods",27,"bread",61.019,4.1,1,"LEA",2
50016,"foods",28,"crackers",65.819,4.8,0,"LEA",2
50016,"foods",29,"hummus",68.019,2.2,1,"LEA",2
50016,"foods",30,"candy",70.819,2.8,1,"LEA",2
50016,"foods",31,"ice_cream",72.819,2,0,"LEA",2
50016,"foods",32,"frozen_yogurt",74.719,1.89999999999999,0,"LEA",2
50016,"foods",33,"sorbet",76.519,1.80000000000001,0,"LEA",2
50016,"foods",34,"pie",78.619,2.09999999999999,0,"LEA",2
50016,"foods",35,"quiche",80.319,1.7,1,"LEA",2
50016,"foods",36,"sausage",94.019,13.7,0,"LEA",2
50016,"foods",37,"eggs",95.819,1.8,0,"LEA",2
50016,"foods",38,"cheese",97.619,1.8,0,"LEA",2
50016,"foods",39,"nuts",109.519,11.9,1,"LEA",2
50016,"foods",40,"sunflower_seeds",119.819,10.3,0,"LEA",2
50016,"foods",41,"cookie",131.819,12,1,"LEA",2
50016,"foods",42,"doughnut",134.519,2.70000000000002,0,"LEA",2
50016,"foods",43,"cupcake",136.719,2.19999999999999,0,"LEA",2
50016,"foods",44,"chips",141.019,4.30000000000001,1,"LEA",2
50016,"foods",45,"salsa",146.219,5.19999999999999,0,"LEA",2
50016,"foods",46,"french_fries",151.519,5.30000000000001,1,"LEA",2
50016,"foods",47,"potatoes",153.519,2,0,"LEA",2
50016,"foods",48,"onions",162.919,9.40000000000001,1,"LEA",2
50016,"foods",49,"pasta",171.819,8.89999999999998,1,"LEA",2
50016,"foods",50,"yogurt",177.019,5.20000000000002,1,"LEA",2
50017,"foods",1,"banana",2.412,2.412,2,"LEA",2
50017,"foods",2,"burger",4.512,2.1,0,"LEA",2
50017,"foods",3,"hot_dog",5.912,1.4,0,"LEA",2
50017,"foods",4,"steak",7.212,1.3,0,"LEA",2
50017,"foods",5,"sushi",8.812,1.6,0,"LEA",2
50017,"foods",6,"kale",10.812,2,0,"LEA",2
50017,"foods",7,"salad",12.812,2,0,"LEA",2
50017,"foods",8,"fish",15.112,2.3,1,"LEA",2
50017,"foods",9,"poultry",16.712,1.6,0,"LEA",2
50017,"foods",10,"ham",18.712,2,0,"LEA",2
50017,"foods",11,"noodles",21.212,2.5,1,"LEA",2
50017,"foods",12,"pizza",23.312,2.1,1,"LEA",2
50017,"foods",13,"lasagna",25.112,1.8,0,"LEA",2
50017,"foods",14,"nachos",29.412,4.3,1,"LEA",2
50017,"foods",15,"candy",31.612,2.2,0,"LEA",2
50017,"foods",16,"popcorn",33.912,2.3,0,"LEA",2
50017,"foods",17,"potatoes",37.012,3.1,1,"LEA",2
50017,"foods",18,"vegetables",38.412,1.4,0,"LEA",2
50017,"foods",19,"fruit",42.612,4.2,0,"LEA",2
50017,"foods",20,"brownie",44.912,2.3,1,"LEA",2
50017,"foods",21,"cake",46.912,2,0,"LEA",2
50017,"foods",22,"fries",54.512,7.6,1,"LEA",2
50017,"foods",23,"animal_food",60.212,5.7,1,"LEA",2
50017,"foods",24,"jello",66.412,6.2,1,"LEA",2
50017,"foods",25,"pudding",68.712,2.3,0,"LEA",2
50017,"foods",26,"chicken_wings",74.112,5.39999999999999,0,"LEA",2
50017,"foods",27,"soup",77.512,3.40000000000001,1,"LEA",2
50017,"foods",28,"pastry",81.312,3.8,1,"LEA",2
50017,"foods",29,"kabob",93.112,11.8,1,"LEA",2
50017,"foods",30,"naan",99.912,6.80000000000001,1,"LEA",2
50017,"foods",31,"sardines",104.812,4.89999999999999,0,"LEA",2
50017,"foods",32,"olives",108.112,3.3,1,"LEA",2
50017,"foods",33,"berries",112.412,4.30000000000001,1,"LEA",2
50017,"foods",34,"mushrooms",114.312,1.89999999999999,1,"LEA",2
50017,"foods",35,"onions",118.012,3.7,1,"LEA",2
50017,"foods",36,"roots",121.812,3.8,1,"LEA",2
50017,"foods",37,"pie",135.012,13.2,1,"LEA",2
50017,"foods",38,"ice_cream",137.312,2.30000000000001,1,"LEA",2
50017,"foods",39,"chocolate",141.712,4.39999999999998,0,"LEA",2
50017,"foods",40,"cereal",156.812,15.1,1,"LEA",2
50017,"foods",41,"oatmeal",158.112,1.29999999999998,0,"LEA",2
50017,"foods",42,"eggs",161.312,3.20000000000002,1,"LEA",2
50017,"foods",43,"pancakes",163.012,1.69999999999999,0,"LEA",2
50017,"foods",44,"bacon",170.612,7.59999999999999,0,"LEA",2
50017,"foods",45,"chili",176.912,6.30000000000001,1,"LEA",2
50017,"foods",46,"meat_loaf",179.212,2.29999999999998,1,"LEA",2
50019,"foods",1,"apple",2.983,2.983,2,"LEA",2
50019,"foods",2,"banana",3.683,0.7,0,"LEA",2
50019,"foods",3,"carrots",4.783,1.1,0,"LEA",2
50019,"foods",4,"orange",5.783,1,0,"LEA",2
50019,"foods",5,"oatmeal",8.883,3.1,1,"LEA",2
50019,"foods",6,"cereal",9.883,1,0,"LEA",2
50019,"foods",7,"sugar",12.283,2.4,0,"LEA",2
50019,"foods",8,"peanut_butter",13.083,0.800000000000001,0,"LEA",2
50019,"foods",9,"honey",14.383,1.3,0,"LEA",2
50019,"foods",10,"pickle",16.683,2.3,0,"LEA",2
50019,"foods",11,"chips",17.683,1,0,"LEA",2
50019,"foods",12,"crackers",19.883,2.2,0,"LEA",2
50019,"foods",13,"popcorn",22.283,2.4,0,"LEA",2
50019,"foods",14,"corn",26.183,3.9,1,"LEA",2
50019,"foods",15,"squash",27.083,0.899999999999999,0,"LEA",2
50019,"foods",16,"zucchini",28.183,1.1,0,"LEA",2
50019,"foods",17,"lima_beans",30.483,2.3,0,"LEA",2
50019,"foods",18,"blueberries",31.983,1.5,0,"LEA",2
50019,"foods",19,"grapes",32.783,0.800000000000001,0,"LEA",2
50019,"foods",20,"cucumber",35.483,2.7,0,"LEA",2
50019,"foods",21,"eggs",39.483,4,0,"LEA",2
50019,"foods",22,"tofu",40.583,1.1,0,"LEA",2
50019,"foods",23,"milk",43.083,2.5,0,"LEA",2
50019,"foods",24,"cheese",44.183,1.1,0,"LEA",2
50019,"foods",25,"pumpkin",49.983,5.8,1,"LEA",2
50019,"foods",26,"kale",55.183,5.2,1,"LEA",2
50019,"foods",27,"chard",57.383,2.2,0,"LEA",2
50019,"foods",28,"spinach",58.783,1.4,0,"LEA",2
50019,"foods",29,"romaine",61.083,2.3,0,"LEA",2
50019,"foods",30,"celery",64.683,3.60000000000001,1,"LEA",2
50019,"foods",31,"tomato",65.583,0.899999999999991,0,"LEA",2
50019,"foods",32,"salsa",67.583,2,0,"LEA",2
50019,"foods",33,"tortilla",69.583,2,0,"LEA",2
50019,"foods",34,"beans",73.283,3.7,0,"LEA",2
50019,"foods",35,"dill",80.383,7.09999999999999,1,"LEA",2
50019,"foods",36,"peppers",82.083,1.7,1,"LEA",2
50019,"foods",37,"pizza",85.883,3.8,1,"LEA",2
50019,"foods",38,"spaghetti",86.483,0.600000000000009,0,"LEA",2
50019,"foods",39,"hot_sauce",87.683,1.2,0,"LEA",2
50019,"foods",40,"stir_fry",90.883,3.19999999999999,0,"LEA",2
50019,"foods",41,"egg_roll",92.283,1.40000000000001,0,"LEA",2
50019,"foods",42,"sushi",94.683,2.40000000000001,0,"LEA",2
50019,"foods",43,"rice",95.783,1.09999999999999,0,"LEA",2
50019,"foods",44,"seaweed",97.683,1.90000000000001,1,"LEA",2
50019,"foods",45,"avocado",99.883,2.19999999999999,1,"LEA",2
50019,"foods",46,"guacamole",100.983,1.10000000000001,0,"LEA",2
50019,"foods",47,"soup",108.383,7.39999999999999,0,"LEA",2
50019,"foods",48,"pancakes",111.383,3,1,"LEA",2
50019,"foods",49,"waffles",112.283,0.900000000000006,0,"LEA",2
50019,"foods",50,"syrup",113.483,1.2,0,"LEA",2
50019,"foods",51,"butter",114.683,1.2,0,"LEA",2
50019,"foods",52,"broccoli",117.383,2.69999999999999,1,"LEA",2
50019,"foods",53,"onions",118.583,1.2,0,"LEA",2
50019,"foods",54,"cauliflower",119.383,0.799999999999997,0,"LEA",2
50019,"foods",55,"peas",121.883,2.5,0,"LEA",2
50019,"foods",56,"radish",124.783,2.90000000000001,0,"LEA",2
50019,"foods",57,"beets",125.883,1.09999999999999,0,"LEA",2
50019,"foods",58,"sunflower_seeds",128.483,2.60000000000001,0,"LEA",2
50019,"foods",59,"bread",138.983,10.5,1,"LEA",2
50019,"foods",60,"cookie",143.383,4.40000000000001,1,"LEA",2
50019,"foods",61,"cake",144.283,0.899999999999977,0,"LEA",2
50019,"foods",62,"ice_cream",144.883,0.600000000000023,0,"LEA",2
50019,"foods",63,"jello",150.683,5.79999999999998,0,"LEA",2
50019,"foods",64,"chicken",154.383,3.70000000000002,1,"LEA",2
50019,"foods",65,"sour_cream",164.383,10,1,"LEA",2
50020,"foods",1,"macaroni",3.766,3.766,2,"LEA",2
50020,"foods",2,"pasta",5.666,1.9,1,"LEA",2
50020,"foods",3,"chicken",7.266,1.6,1,"LEA",2
50020,"foods",4,"beef",8.866,1.6,0,"LEA",2
50020,"foods",5,"pork",10.466,1.6,0,"LEA",2
50020,"foods",6,"pizza",12.766,2.3,1,"LEA",2
50020,"foods",7,"bread",14.366,1.6,1,"LEA",2
50020,"foods",8,"soup",18.266,3.9,1,"LEA",2
50020,"foods",9,"corn",23.566,5.3,1,"LEA",2
50020,"foods",10,"carrots",25.166,1.6,0,"LEA",2
50020,"foods",11,"green_beans",26.966,1.8,0,"LEA",2
50020,"foods",12,"broccoli",28.566,1.6,0,"LEA",2
50020,"foods",13,"potatoes",32.266,3.7,0,"LEA",2
50020,"foods",14,"strawberries",35.566,3.3,1,"LEA",2
50020,"foods",15,"blueberries",36.866,1.3,0,"LEA",2
50020,"foods",16,"banana",38.866,2,0,"LEA",2
50020,"foods",17,"apple",40.666,1.8,0,"LEA",2
50020,"foods",18,"beans",43.066,2.40000000000001,1,"LEA",2
50020,"foods",19,"grapes",45.766,2.7,1,"LEA",2
50020,"foods",20,"tomato",48.766,3,0,"LEA",2
50020,"foods",21,"lettuce",51.866,3.1,0,"LEA",2
50020,"foods",22,"celery",53.066,1.2,0,"LEA",2
50020,"foods",23,"sprouts",61.666,8.59999999999999,0,"LEA",2
50020,"foods",24,"roll",67.066,5.40000000000001,1,"LEA",2
50020,"foods",25,"bagel",70.166,3.09999999999999,0,"LEA",2
50020,"foods",26,"muffin",71.666,1.5,0,"LEA",2
50020,"foods",27,"ice_cream",76.666,5,1,"LEA",2
50020,"foods",28,"cake",79.066,2.40000000000001,0,"LEA",2
50020,"foods",29,"brownie",81.866,2.8,0,"LEA",2
50020,"foods",30,"candy",84.866,3,0,"LEA",2
50020,"foods",31,"peach",89.766,4.90000000000001,1,"LEA",2
50020,"foods",32,"chicken_parmesan",95.066,5.3,1,"LEA",2
50020,"foods",33,"sandwich",97.766,2.7,1,"LEA",2
50020,"foods",34,"ham",99.566,1.8,0,"LEA",2
50020,"foods",35,"turkey",102.866,3.3,0,"LEA",2
50020,"foods",36,"french_fries",107.866,5,1,"LEA",2
50020,"foods",37,"steak",118.866,11,1,"LEA",2
50020,"foods",38,"hot_dog",135.666,16.8,1,"LEA",2
50020,"foods",39,"chips",137.866,2.20000000000002,0,"LEA",2
50020,"foods",40,"salad",145.466,7.59999999999999,0,"LEA",2
50020,"foods",41,"ravioli",149.666,4.19999999999999,1,"LEA",2
50020,"foods",42,"peas",156.366,6.70000000000002,1,"LEA",2
50020,"foods",43,"bacon",158.766,2.39999999999998,1,"LEA",2
50020,"foods",44,"celery",167.166,8.40000000000001,1,"LEA",2
50020,"foods",45,"fish",170.566,3.40000000000001,1,"LEA",2
50020,"foods",46,"shrimp",172.666,2.09999999999999,0,"LEA",2
50020,"foods",47,"casserole",178.766,6.09999999999999,1,"LEA",2
50024,"foods",1,"apple",3.254,3.254,2,"LEA",2
50024,"foods",2,"orange",4.254,1,0,"LEA",2
50024,"foods",3,"grapes",5.354,1.1,0,"LEA",2
50024,"foods",4,"watermelon",6.354,1,0,"LEA",2
50024,"foods",5,"tomato",7.354,1,0,"LEA",2
50024,"foods",6,"mango",8.754,1.4,0,"LEA",2
50024,"foods",7,"carrots",10.354,1.6,0,"LEA",2
50024,"foods",8,"steak",13.054,2.7,1,"LEA",2
50024,"foods",9,"hamburger",14.354,1.3,0,"LEA",2
50024,"foods",10,"ribs",16.354,2,0,"LEA",2
50024,"foods",11,"pizza",18.254,1.9,1,"LEA",2
50024,"foods",12,"pork",20.054,1.8,0,"LEA",2
50024,"foods",13,"ham",21.254,1.2,0,"LEA",2
50024,"foods",14,"bacon",23.754,2.5,0,"LEA",2
50024,"foods",15,"prosciutto",26.354,2.6,0,"LEA",2
50024,"foods",16,"chicken",31.054,4.7,1,"LEA",2
50024,"foods",17,"eggs",34.554,3.5,0,"LEA",2
50024,"foods",18,"duck",36.554,2,0,"LEA",2
50024,"foods",19,"cherries",39.654,3.1,1,"LEA",2
50024,"foods",20,"pasta",42.854,3.2,1,"LEA",2
50024,"foods",21,"rice",44.654,1.8,1,"LEA",2
50024,"foods",22,"curry",47.354,2.7,0,"LEA",2
50024,"foods",23,"sushi",51.954,4.6,0,"LEA",2
50024,"foods",24,"salmon",53.654,1.7,1,"LEA",2
50024,"foods",25,"tilapia",55.254,1.59999999999999,0,"LEA",2
50024,"foods",26,"artichoke",62.054,6.8,1,"LEA",2
50024,"foods",27,"rutabaga",66.054,4,1,"LEA",2
50024,"foods",28,"plantains",69.654,3.59999999999999,1,"LEA",2
50024,"foods",29,"eggplant",71.954,2.3,1,"LEA",2
50024,"foods",30,"parmesan",76.654,4.7,1,"LEA",2
50024,"foods",31,"monterey",79.454,2.8,0,"LEA",2
50024,"foods",32,"cheddar",81.554,2.10000000000001,0,"LEA",2
50024,"foods",33,"cheese",85.854,4.3,0,"LEA",2
50024,"foods",34,"goat_cheese",91.654,5.8,0,"LEA",2
50024,"foods",35,"crackers",97.354,5.7,1,"LEA",2
50024,"foods",36,"nut_thins",98.854,1.5,0,"LEA",2
50024,"foods",37,"wheat_thins",101.854,3,0,"LEA",2
50024,"foods",38,"goldfish",103.854,2,0,"LEA",2
50024,"foods",39,"fruit_by_the_foot",106.754,2.90000000000001,1,"LEA",2
50024,"foods",40,"mac_and_cheese",108.854,2.09999999999999,1,"LEA",2
50024,"foods",41,"bibimbap",112.554,3.7,1,"LEA",2
50024,"foods",42,"stir_fry",116.354,3.8,0,"LEA",2
50024,"foods",43,"bell_peppers",119.854,3.5,1,"LEA",2
50024,"foods",44,"jalapeno",121.354,1.5,0,"LEA",2
50024,"foods",45,"limburger",126.454,5.09999999999999,1,"LEA",2
50024,"foods",46,"pad_thai",133.354,6.90000000000002,1,"LEA",2
50024,"foods",47,"hot_sauce",138.054,4.69999999999999,1,"LEA",2
50024,"foods",48,"teriyaki_sauce",140.354,2.30000000000001,0,"LEA",2
50024,"foods",49,"duck_sauce",141.954,1.59999999999999,0,"LEA",2
50024,"foods",50,"soy_sauce",147.254,5.29999999999998,0,"LEA",2
50024,"foods",51,"strawberry_jelly",150.254,3,1,"LEA",2
50024,"foods",52,"blueberry_jelly",151.954,1.70000000000002,0,"LEA",2
50024,"foods",53,"marmalade",156.154,4.19999999999999,0,"LEA",2
50024,"foods",54,"syrup",158.354,2.20000000000002,1,"LEA",2
50024,"foods",55,"sugar_free_syrup",159.554,1.19999999999999,0,"LEA",2
50024,"foods",56,"pancakes",162.054,2.5,1,"LEA",2
50024,"foods",57,"waffles",163.454,1.40000000000001,0,"LEA",2
50024,"foods",58,"chicken_and_waffles",167.254,3.79999999999998,0,"LEA",2
50024,"foods",59,"cereal",173.454,6.20000000000002,1,"LEA",2
50024,"foods",60,"omelette",175.954,2.5,1,"LEA",2
50027,"foods",1,"chocolate",2.347,2.347,2,"LEA",2
50027,"foods",2,"ice_cream",3.247,0.9,1,"LEA",2
50027,"foods",3,"sushi",5.647,2.4,1,"LEA",2
50027,"foods",4,"chicken_fingers",6.747,1.1,0,"LEA",2
50027,"foods",5,"fries",7.947,1.2,0,"LEA",2
50027,"foods",6,"burger",8.947,0.999999999999999,0,"LEA",2
50027,"foods",7,"sandwich",9.947,1,0,"LEA",2
50027,"foods",8,"quesadilla",11.447,1.5,1,"LEA",2
50027,"foods",9,"taco",12.547,1.1,0,"LEA",2
50027,"foods",10,"burrito",13.847,1.3,0,"LEA",2
50027,"foods",11,"panini",17.047,3.2,1,"LEA",2
50027,"foods",12,"pizza",18.447,1.4,1,"LEA",2
50027,"foods",13,"grilled_cheese",19.347,0.900000000000002,1,"LEA",2
50027,"foods",14,"wrap",22.747,3.4,0,"LEA",2
50027,"foods",15,"oreo_cookies",28.247,5.5,1,"LEA",2
50027,"foods",16,"teriyaki_chicken",44.447,16.2,1,"LEA",2
50027,"foods",17,"cheese_curds",58.047,13.6,1,"LEA",2
50027,"foods",18,"fried_pickles",59.647,1.6,0,"LEA",2
50027,"foods",19,"mozzarella_sticks",68.047,8.4,1,"LEA",2
50027,"foods",20,"boneless_wings",70.247,2.2,0,"LEA",2
50027,"foods",21,"caesar_salad",72.247,2,0,"LEA",2
50027,"foods",22,"flatbread",78.547,6.3,0,"LEA",2
50027,"foods",23,"rice_cake",81.247,2.7,1,"LEA",2
50027,"foods",24,"peanut_butter_and_jelly_sandwiches",82.647,1.40000000000001,1,"LEA",2
50027,"foods",25,"nutella",85.147,2.5,0,"LEA",2
50027,"foods",26,"goldfish",101.047,15.9,0,"LEA",2
50027,"foods",27,"cheez_its",102.147,1.10000000000001,0,"LEA",2
50027,"foods",28,"cosmic_brownies",106.447,4.3,0,"LEA",2
50027,"foods",29,"zebra_cake",107.847,1.39999999999999,0,"LEA",2
50027,"foods",30,"lunchables",111.247,3.40000000000001,0,"LEA",2
50027,"foods",31,"granola_bar",114.947,3.7,0,"LEA",2
50027,"foods",32,"fruit_snacks",120.247,5.3,0,"LEA",2
